temperature,humidity,moisture,soil,crop
31.0,69.87,70.0,black,ground nuts
26.94,56.72,39.94,sandy,tobacco
34.54,69.83,51.36,black,barley
27.54,61.58,33.57,sandy,wheat
33.06,58.19,38.52,sandy,cotton
31.85,60.43,55.57,black,millets
30.72,58.92,37.12,black,ground nuts
30.93,51.93,59.3,clayey,millets
32.82,51.28,43.6,loamy,oil seeds
38.48,75.65,60.75,red,tobacco
30.05,52.42,36.56,clayey,ground nuts
32.52,68.89,20.1,black,maize
36.56,57.49,36.1,sandy,tobacco
35.24,58.34,70.0,red,oil seeds
36.62,59.89,60.47,clayey,millets
36.55,74.21,57.63,loamy,maize
28.24,54.65,34.37,black,tobacco
34.81,71.07,65.13,sandy,barley
33.96,61.85,38.37,loamy,tobacco
38.66,57.13,38.41,red,millets
31.6,44.66,29.0,red,ground nuts
29.13,60.0,59.01,clayey,ground nuts
27.19,41.27,67.57,black,oil seeds
31.59,60.6,35.3,sandy,millets
32.81,55.45,48.08,loamy,millets
32.75,63.09,59.4,sandy,maize
27.87,61.74,37.0,clayey,millets
38.12,64.6,30.72,black,millets
22.16,53.56,37.96,red,barley
38.32,64.18,57.84,black,oil seeds
33.42,63.69,60.05,clayey,barley
25.72,54.34,33.33,sandy,cotton
21.15,51.19,29.68,red,sugarcane
34.09,70.6,61.54,loamy,sugarcane
29.46,63.38,62.2,black,sugarcane
25.92,43.31,64.77,black,pulses
35.55,69.73,53.43,loamy,ground nuts
34.25,53.36,35.9,red,oil seeds
30.97,57.22,43.37,black,pulses
35.2,68.47,37.24,sandy,sugarcane
38.71,73.81,59.76,sandy,barley
27.71,60.06,36.77,red,cotton
37.03,63.45,41.49,loamy,pulses
27.23,58.51,45.98,loamy,tobacco
26.97,48.53,43.66,loamy,cotton
32.92,65.89,35.29,sandy,paddy
34.48,69.0,39.73,red,barley
33.94,63.51,41.89,loamy,barley
24.62,49.8,42.81,black,paddy
25.36,63.37,30.4,black,ground nuts
26.91,59.1,36.25,black,maize
29.0,55.01,42.96,black,pulses
23.18,55.93,31.73,sandy,tobacco
25.19,58.09,62.65,clayey,ground nuts
30.44,67.97,37.89,sandy,maize
31.66,60.47,54.89,black,barley
32.64,64.3,55.06,red,millets
35.96,77.25,46.31,sandy,pulses
27.57,53.84,61.93,red,paddy
35.24,70.01,41.45,loamy,tobacco
32.01,75.48,46.92,loamy,pulses
28.57,68.99,26.74,black,cotton
29.65,74.25,48.5,clayey,wheat
31.88,54.26,51.83,sandy,millets
30.33,61.47,37.93,clayey,tobacco
34.43,71.22,33.72,loamy,ground nuts
30.99,57.9,54.41,black,millets
25.38,47.27,38.73,sandy,sugarcane
29.31,42.8,34.07,loamy,cotton
22.93,58.67,22.0,clayey,wheat
32.33,62.09,28.28,red,maize
23.94,52.75,22.5,red,sugarcane
26.11,44.04,20.63,black,maize
34.03,68.66,20.0,sandy,paddy
28.66,50.21,39.99,clayey,barley
29.25,57.38,56.74,clayey,cotton
26.73,63.35,28.54,red,maize
29.75,52.14,42.92,red,pulses
34.74,69.51,46.51,red,sugarcane
25.21,53.68,31.32,loamy,sugarcane
26.97,51.24,63.49,loamy,cotton
31.39,63.52,49.6,black,millets
39.5,68.84,59.07,sandy,oil seeds
34.34,68.17,58.41,red,maize
32.1,63.35,34.52,clayey,cotton
30.78,59.71,47.46,black,wheat
27.6,61.78,39.37,loamy,paddy
30.31,50.02,52.94,clayey,tobacco
28.01,66.74,40.07,sandy,oil seeds
29.01,49.29,48.79,black,ground nuts
34.92,71.93,35.76,sandy,oil seeds
27.61,59.67,27.04,sandy,maize
30.73,51.55,50.9,sandy,tobacco
27.12,57.97,29.2,red,barley
31.4,55.24,50.94,clayey,paddy
32.58,72.75,56.62,red,cotton
31.08,53.63,67.76,red,pulses
22.92,58.85,40.66,sandy,wheat
33.69,68.75,64.77,sandy,cotton
38.32,63.67,32.08,red,oil seeds
27.0,53.84,49.81,clayey,cotton
31.16,64.16,61.68,sandy,cotton
36.68,51.39,43.94,red,sugarcane
29.88,69.91,32.28,sandy,ground nuts
28.79,61.44,38.2,sandy,oil seeds
38.44,70.05,40.58,black,wheat
33.82,74.87,62.48,black,ground nuts
31.87,58.58,44.74,loamy,ground nuts
35.06,66.92,66.68,sandy,maize
31.51,53.12,38.43,loamy,oil seeds
27.12,59.72,32.35,black,oil seeds
30.3,53.26,50.53,black,maize
30.39,50.71,35.06,clayey,millets
30.46,61.98,38.7,red,millets
32.91,59.28,65.83,red,maize
36.53,68.28,24.67,loamy,millets
31.2,63.41,20.0,black,oil seeds
25.88,51.25,47.05,red,oil seeds
25.16,49.77,36.67,loamy,sugarcane
37.12,73.59,58.49,red,barley
32.36,68.52,44.89,black,oil seeds
33.07,59.3,29.82,sandy,tobacco
33.7,54.7,46.14,sandy,millets
27.23,66.64,23.67,loamy,wheat
29.68,59.72,38.04,sandy,paddy
26.52,49.31,24.53,loamy,maize
28.59,68.77,43.37,clayey,pulses
27.05,63.47,50.21,black,pulses
26.85,55.04,32.87,red,pulses
35.75,65.56,56.3,loamy,sugarcane
30.32,57.25,49.76,red,millets
25.58,44.88,44.58,loamy,millets
36.84,69.25,34.94,clayey,sugarcane
26.6,59.53,54.76,black,maize
30.17,51.46,26.6,clayey,tobacco
23.42,58.92,31.9,loamy,cotton
34.71,70.96,45.56,loamy,oil seeds
23.21,61.42,38.75,red,sugarcane
28.66,55.38,60.99,red,cotton
31.02,55.51,28.28,sandy,wheat
31.18,61.94,25.48,clayey,sugarcane
29.41,59.37,32.03,sandy,barley
37.15,54.95,39.11,red,ground nuts
33.32,69.38,35.87,clayey,paddy
24.37,53.17,55.48,red,wheat
27.64,40.23,66.03,red,sugarcane
25.47,54.39,36.46,black,ground nuts
35.97,56.77,47.57,black,maize
29.73,55.37,43.18,red,maize
30.34,70.27,32.51,loamy,ground nuts
24.16,62.88,41.92,clayey,cotton
36.79,58.13,54.07,red,ground nuts
35.66,58.0,53.6,sandy,tobacco
31.46,52.2,31.78,loamy,barley
27.52,50.05,30.28,clayey,sugarcane
31.72,56.61,58.53,sandy,wheat
30.56,61.41,56.55,red,ground nuts
36.1,60.94,59.0,clayey,ground nuts
31.44,54.65,44.13,sandy,pulses
35.97,67.11,42.9,clayey,ground nuts
24.32,56.99,61.02,red,oil seeds
28.32,58.66,47.07,clayey,tobacco
32.94,58.34,26.77,sandy,tobacco
34.71,60.07,27.77,sandy,maize
26.56,53.14,68.28,clayey,millets
28.67,46.65,41.01,clayey,maize
38.53,71.59,55.4,loamy,tobacco
26.85,57.04,22.3,red,cotton
37.69,56.38,57.45,clayey,sugarcane
30.5,44.64,38.98,black,maize
26.28,48.68,70.0,red,sugarcane
25.57,62.06,37.05,clayey,sugarcane
36.47,68.04,31.14,black,barley
29.61,61.46,58.05,clayey,maize
32.27,43.73,42.3,red,barley
32.45,72.32,58.58,red,sugarcane
31.45,59.69,21.84,clayey,cotton
30.78,58.79,47.7,clayey,sugarcane
34.17,50.98,30.6,black,paddy
28.46,59.53,22.83,sandy,oil seeds
31.84,70.47,33.25,sandy,paddy
32.44,68.93,49.8,black,millets
29.94,66.26,49.69,clayey,wheat
31.34,71.35,48.67,black,ground nuts
25.63,62.91,41.61,clayey,tobacco
34.35,55.97,36.25,clayey,millets
30.51,65.48,56.53,clayey,cotton
37.83,68.34,49.42,black,millets
24.16,50.01,55.95,sandy,sugarcane
30.37,56.03,56.06,red,wheat
20.52,53.81,70.0,black,sugarcane
30.38,62.75,49.15,loamy,millets
26.95,66.15,29.7,clayey,maize
30.91,45.69,26.52,red,millets
28.2,65.07,29.22,black,pulses
33.24,67.96,42.8,black,barley
26.61,61.2,31.07,loamy,sugarcane
30.87,49.79,47.29,sandy,tobacco
29.27,66.25,31.4,loamy,paddy
23.6,58.44,26.7,black,oil seeds
36.42,67.17,50.44,sandy,cotton
20.0,55.62,31.35,loamy,barley
29.8,56.47,33.35,clayey,wheat
29.62,47.21,39.21,black,cotton
22.62,42.74,22.19,loamy,sugarcane
25.29,46.46,44.88,black,millets
32.55,48.07,47.11,clayey,millets
32.87,61.85,40.26,black,sugarcane
26.11,61.27,51.36,black,barley
31.87,60.06,34.29,black,barley
32.58,48.15,44.44,loamy,paddy
29.57,61.98,37.31,clayey,sugarcane
27.54,61.78,69.59,black,oil seeds
35.8,70.42,24.42,sandy,cotton
30.64,43.47,43.45,clayey,ground nuts
33.81,60.32,39.79,loamy,millets
32.19,56.71,42.67,clayey,barley
24.9,56.17,38.53,loamy,pulses
30.68,53.52,44.75,red,cotton
27.75,51.19,44.54,red,ground nuts
32.06,56.81,35.82,black,sugarcane
32.21,61.12,67.23,clayey,paddy
33.28,65.51,47.53,clayey,tobacco
26.89,53.69,24.47,loamy,cotton
31.99,66.28,51.34,red,maize
40.0,75.62,45.82,black,cotton
39.55,77.65,32.25,sandy,paddy
31.1,54.3,49.85,sandy,millets
30.71,50.67,62.58,black,oil seeds
36.09,74.92,37.36,red,maize
32.41,73.63,40.09,loamy,sugarcane
20.41,47.39,70.0,loamy,paddy
39.16,63.48,44.6,black,millets
29.43,48.63,56.66,red,wheat
25.23,48.9,32.37,clayey,paddy
27.82,57.4,31.09,red,oil seeds
26.28,53.62,61.96,loamy,paddy
29.07,44.79,38.69,black,paddy
29.07,56.85,52.96,clayey,oil seeds
27.78,53.53,62.54,black,wheat
31.27,64.6,62.52,loamy,pulses
23.13,50.43,38.07,clayey,paddy
30.36,62.15,33.85,sandy,pulses
27.51,66.12,33.06,clayey,ground nuts
36.98,65.69,42.05,loamy,oil seeds
24.77,53.31,26.82,sandy,maize
29.73,65.86,46.73,clayey,ground nuts
28.3,50.98,67.77,black,wheat
35.46,67.95,51.35,loamy,paddy
38.51,72.13,44.07,sandy,millets
26.83,56.77,54.59,loamy,pulses
34.03,53.39,46.23,black,ground nuts
34.11,57.79,43.23,red,sugarcane
23.16,58.93,47.74,loamy,millets
22.4,57.86,63.99,loamy,pulses
25.11,62.03,42.44,red,tobacco
30.54,67.81,51.69,clayey,maize
40.0,77.33,57.68,sandy,pulses
29.77,67.26,46.16,sandy,ground nuts
28.57,63.78,31.25,black,paddy
40.0,78.33,45.34,black,maize
28.38,52.69,45.92,sandy,ground nuts
25.14,49.84,20.0,black,maize
32.76,59.14,55.84,clayey,oil seeds
28.16,54.87,44.86,clayey,ground nuts
32.63,54.58,41.18,clayey,paddy
28.25,53.46,37.81,sandy,oil seeds
27.1,58.81,28.94,sandy,maize
31.7,56.91,48.75,black,maize
33.32,59.59,41.45,red,wheat
29.16,54.43,24.67,red,oil seeds
33.63,64.13,34.63,sandy,cotton
33.46,62.58,24.01,clayey,oil seeds
29.49,61.99,38.54,clayey,barley
37.73,78.44,43.81,loamy,maize
32.28,57.19,36.23,red,wheat
32.34,69.02,43.22,red,barley
30.69,61.53,44.72,sandy,barley
28.05,59.27,27.07,red,tobacco
36.17,61.99,40.86,clayey,pulses
26.77,64.03,57.33,red,oil seeds
33.21,59.82,45.42,loamy,cotton
30.82,55.95,70.0,loamy,wheat
34.65,70.51,57.0,black,ground nuts
30.43,70.25,53.78,red,maize
22.87,45.11,21.74,black,sugarcane
22.79,48.84,56.1,black,paddy
26.32,63.21,69.24,red,maize
31.25,69.0,50.68,sandy,maize
31.95,57.54,27.63,loamy,millets
27.03,63.0,44.8,loamy,maize
39.45,77.38,41.31,red,ground nuts
27.13,53.92,67.62,black,ground nuts
31.83,61.48,51.62,clayey,barley
21.37,57.03,60.02,sandy,millets
28.78,45.41,33.28,red,millets
33.44,67.72,40.98,loamy,maize
33.14,57.63,47.22,loamy,tobacco
29.37,74.97,35.82,red,pulses
28.65,63.42,42.26,loamy,wheat
28.31,57.46,30.33,sandy,millets
37.01,59.22,39.3,sandy,cotton
24.68,49.73,57.68,black,ground nuts
23.48,47.26,34.88,loamy,ground nuts
34.27,69.31,41.01,loamy,oil seeds
24.87,66.48,38.24,black,barley
31.6,46.43,60.07,loamy,tobacco
33.9,64.42,47.41,sandy,millets
29.68,61.79,25.12,loamy,wheat
36.07,67.14,27.42,clayey,oil seeds
30.88,47.99,36.9,sandy,ground nuts
23.28,50.87,49.11,clayey,paddy
25.46,51.66,35.48,clayey,sugarcane
31.97,56.88,44.52,sandy,ground nuts
33.65,54.44,47.34,loamy,pulses
29.41,52.2,37.85,clayey,wheat
33.14,53.67,35.54,loamy,wheat
34.04,51.83,35.12,loamy,maize
29.59,69.84,47.02,sandy,ground nuts
21.86,61.37,27.44,clayey,millets
25.15,53.19,39.29,sandy,pulses
28.5,65.02,37.98,black,tobacco
25.95,54.58,31.28,black,cotton
28.8,55.76,35.61,loamy,ground nuts
28.73,63.67,33.14,loamy,paddy
28.11,45.22,66.38,red,maize
24.63,51.74,20.0,loamy,paddy
24.23,60.39,25.34,loamy,barley
35.44,59.69,21.57,sandy,pulses
32.54,55.61,56.88,clayey,oil seeds
29.74,50.15,30.71,black,cotton
32.17,47.61,35.09,clayey,tobacco
31.94,53.5,34.06,black,wheat
32.9,54.1,49.07,black,wheat
30.2,44.61,36.62,clayey,pulses
28.07,71.72,34.22,red,tobacco
33.42,53.47,50.87,sandy,oil seeds
38.9,76.36,23.34,black,ground nuts
28.68,59.59,30.67,clayey,oil seeds
30.71,61.75,42.85,loamy,maize
29.26,46.67,40.59,clayey,cotton
33.76,64.28,62.87,sandy,millets
27.86,67.32,40.15,clayey,sugarcane
28.44,56.96,55.12,black,paddy
29.24,46.88,44.55,black,barley
33.89,67.27,44.73,clayey,sugarcane
29.21,48.17,26.09,red,oil seeds
33.05,61.26,28.59,black,millets
27.83,50.75,31.94,red,paddy
25.88,42.06,48.59,black,maize
37.68,64.53,62.03,clayey,millets
35.76,52.2,41.09,sandy,maize
30.46,58.56,39.96,sandy,tobacco
34.07,61.18,26.06,black,tobacco
34.33,54.12,42.26,sandy,maize
22.92,51.28,23.58,clayey,millets
35.58,65.91,30.27,red,tobacco
31.27,50.14,42.65,red,barley
26.24,60.66,48.23,black,tobacco
33.36,49.37,28.54,black,cotton
27.0,58.9,67.14,red,paddy
34.61,56.25,58.99,red,oil seeds
25.43,50.03,57.43,loamy,pulses
28.68,68.2,43.9,sandy,cotton
21.33,53.57,55.5,clayey,millets
37.75,58.35,37.82,red,wheat
35.21,73.16,48.0,black,sugarcane
29.75,56.27,31.85,loamy,barley
23.77,54.99,41.64,clayey,maize
34.64,54.07,50.89,black,maize
31.77,48.2,49.79,clayey,millets
22.76,49.09,32.91,black,pulses
32.98,66.5,41.35,clayey,paddy
26.24,54.1,38.98,loamy,millets
31.48,62.77,52.55,sandy,tobacco
30.87,68.3,42.11,loamy,cotton
33.65,56.18,56.49,sandy,oil seeds
24.49,60.36,22.61,black,millets
27.9,57.2,31.87,clayey,pulses
25.3,58.41,32.96,loamy,maize
33.84,59.65,46.92,clayey,pulses
33.61,64.0,22.98,sandy,oil seeds
32.61,72.07,32.62,clayey,millets
26.98,44.04,66.35,clayey,paddy
26.08,46.32,70.0,sandy,paddy
23.46,44.89,36.24,black,paddy
22.68,55.72,37.57,loamy,tobacco
32.61,54.03,34.38,loamy,wheat
22.73,57.96,38.9,red,barley
33.53,69.87,62.59,sandy,tobacco
29.59,61.69,42.35,sandy,pulses
35.43,75.29,47.09,clayey,barley
28.02,58.94,45.14,clayey,pulses
28.71,50.83,38.48,clayey,oil seeds
28.69,57.93,30.03,sandy,sugarcane
31.97,74.57,25.98,loamy,wheat
38.94,72.08,57.52,black,maize
27.52,45.64,50.85,black,wheat
27.02,50.44,41.89,clayey,tobacco
35.55,67.27,37.82,sandy,pulses
34.18,74.74,50.05,red,maize
36.35,71.25,37.03,sandy,millets
29.98,53.76,60.3,loamy,millets
22.47,54.03,32.7,clayey,ground nuts
29.13,67.3,34.87,black,paddy
30.91,69.94,41.75,sandy,maize
28.89,56.51,48.61,clayey,maize
28.99,60.36,45.61,black,sugarcane
27.53,56.83,40.73,black,pulses
38.55,59.74,67.6,red,barley
33.73,65.97,52.77,clayey,pulses
28.95,61.0,49.42,sandy,paddy
29.44,60.05,37.08,loamy,pulses
37.91,78.37,47.5,black,tobacco
22.06,53.64,62.43,sandy,millets
29.9,50.37,36.94,red,maize
29.48,65.8,57.41,loamy,cotton
40.0,69.31,59.57,sandy,wheat
25.82,56.18,61.74,loamy,tobacco
28.24,40.02,40.05,red,pulses
32.76,51.56,45.73,sandy,ground nuts
36.77,64.73,55.77,red,tobacco
20.58,55.92,31.05,loamy,ground nuts
21.55,53.17,35.77,red,paddy
31.85,64.85,57.26,loamy,pulses
27.38,50.41,31.84,clayey,paddy
24.4,57.91,27.16,loamy,millets
32.6,54.47,50.6,clayey,sugarcane
30.3,52.93,55.68,loamy,ground nuts
36.87,57.57,45.09,clayey,wheat
34.86,62.76,36.35,red,wheat
35.65,71.86,53.99,loamy,barley
30.31,50.43,35.53,clayey,maize
25.23,48.47,57.13,red,wheat
26.81,65.88,59.33,loamy,millets
38.19,61.79,70.0,loamy,sugarcane
33.87,62.52,61.81,sandy,millets
28.87,57.72,46.25,clayey,sugarcane
37.83,59.3,43.69,loamy,cotton
29.8,59.07,54.15,sandy,oil seeds
32.93,59.84,31.68,loamy,pulses
26.86,48.06,41.76,sandy,maize
35.24,56.8,37.98,red,ground nuts
35.85,63.92,50.71,loamy,barley
29.78,70.86,33.51,clayey,ground nuts
21.61,58.34,25.13,clayey,maize
27.69,65.61,48.22,red,oil seeds
24.76,43.52,35.03,sandy,ground nuts
30.93,47.92,53.87,sandy,tobacco
29.99,54.05,36.41,clayey,pulses
28.32,51.25,38.83,sandy,oil seeds
32.3,57.5,28.11,black,ground nuts
28.84,56.24,54.54,loamy,maize
34.15,64.07,42.61,clayey,barley
34.1,59.07,37.26,red,paddy
29.23,57.13,41.46,red,maize
32.1,61.91,33.02,loamy,ground nuts
29.11,56.7,40.85,red,pulses
30.83,43.14,58.64,black,wheat
29.28,64.36,38.44,black,wheat
25.66,68.77,42.77,sandy,tobacco
29.51,61.2,48.69,loamy,wheat
29.72,51.46,39.97,black,oil seeds
33.16,68.18,27.27,loamy,maize
38.57,69.47,35.76,sandy,ground nuts
30.4,58.65,58.25,sandy,tobacco
34.75,70.91,33.64,clayey,maize
25.52,57.37,36.07,sandy,paddy
27.58,60.64,42.28,loamy,wheat
33.06,73.54,63.25,red,sugarcane
30.98,60.43,34.78,clayey,millets
38.1,74.1,66.48,loamy,sugarcane
28.06,60.94,51.32,clayey,cotton
25.92,63.87,37.41,red,sugarcane
28.82,48.22,36.64,loamy,tobacco
37.06,75.75,28.48,loamy,oil seeds
32.73,68.98,46.02,clayey,pulses
29.23,61.98,39.5,loamy,sugarcane
31.37,64.37,50.13,clayey,pulses
34.0,59.81,36.57,sandy,wheat
31.81,58.06,49.03,black,wheat
22.25,58.5,48.46,sandy,pulses
31.1,60.2,37.11,clayey,maize
35.42,57.14,39.62,sandy,pulses
26.7,56.64,48.14,black,barley
32.35,63.16,38.72,red,barley
24.07,56.17,37.66,black,pulses
36.03,64.38,52.82,sandy,barley
33.45,73.71,34.17,clayey,ground nuts
34.69,66.52,43.91,black,tobacco
26.83,55.99,70.0,black,ground nuts
37.23,57.81,35.92,red,sugarcane
37.91,67.79,65.15,loamy,ground nuts
32.7,52.68,51.6,sandy,oil seeds
30.57,51.83,41.43,black,pulses
27.81,50.2,35.57,black,oil seeds
28.53,48.81,31.53,sandy,tobacco
32.33,66.18,32.51,sandy,tobacco
34.3,69.48,20.0,black,millets
26.61,57.1,26.11,loamy,tobacco
30.74,57.16,66.9,sandy,sugarcane
24.54,66.05,39.14,black,paddy
34.76,60.13,44.36,sandy,millets
25.47,55.49,58.13,loamy,sugarcane
27.35,62.5,42.01,sandy,ground nuts
28.11,55.71,25.36,clayey,maize
33.96,48.63,35.77,sandy,ground nuts
36.51,58.06,51.75,loamy,pulses
33.0,54.95,39.38,loamy,millets
24.16,49.21,39.12,loamy,tobacco
32.06,61.93,57.19,clayey,millets
31.63,59.15,26.89,black,paddy
35.34,74.07,53.44,loamy,ground nuts
29.35,50.79,33.69,loamy,cotton
33.25,55.48,47.7,sandy,millets
30.75,58.05,65.23,red,cotton
30.72,66.14,20.0,red,millets
22.18,48.97,24.49,clayey,maize
33.14,62.56,26.19,sandy,oil seeds
21.2,48.29,57.03,sandy,barley
28.41,58.76,58.06,red,oil seeds
22.68,56.76,68.02,black,cotton
37.59,56.26,44.68,red,tobacco
30.81,47.67,38.48,sandy,sugarcane
31.48,59.28,37.95,black,pulses
29.47,59.62,31.33,red,sugarcane
28.52,63.14,37.44,black,paddy
37.46,62.66,42.24,clayey,millets
24.64,58.38,63.27,loamy,maize
40.0,77.27,38.47,red,millets
22.31,49.61,31.26,black,wheat
29.54,59.13,40.66,loamy,sugarcane
35.59,59.08,70.0,black,barley
33.9,62.16,47.51,sandy,pulses
34.54,58.84,53.98,black,tobacco
33.48,58.65,32.9,loamy,sugarcane
34.99,75.44,53.77,loamy,oil seeds
40.0,66.7,69.57,red,ground nuts
26.37,52.2,36.71,loamy,cotton
30.89,58.66,49.31,loamy,ground nuts
28.31,43.74,42.46,red,ground nuts
24.14,51.65,39.68,black,sugarcane
24.67,47.76,26.37,loamy,millets
23.6,55.67,40.76,black,pulses
27.74,65.66,67.85,loamy,millets
27.83,41.06,29.89,sandy,sugarcane
28.66,64.42,38.34,black,oil seeds
27.57,47.43,38.87,red,sugarcane
32.25,51.79,35.69,black,millets
33.02,48.8,52.02,clayey,ground nuts
30.68,54.7,40.85,black,maize
30.56,60.51,28.79,red,wheat
25.84,60.68,34.82,sandy,cotton
34.57,55.7,53.44,clayey,oil seeds
26.71,55.16,44.94,red,cotton
22.88,46.03,22.86,black,oil seeds
33.69,55.35,60.53,black,oil seeds
29.22,49.26,33.55,red,wheat
32.64,67.85,32.04,loamy,maize
25.17,47.0,37.3,black,tobacco
30.7,57.61,50.29,black,oil seeds
29.75,58.55,65.87,clayey,barley
27.58,64.9,58.56,red,ground nuts
30.12,64.91,33.26,sandy,millets
28.43,63.69,37.41,sandy,millets
26.62,61.65,36.08,loamy,paddy
33.94,57.36,51.49,clayey,millets
33.34,65.67,58.35,black,millets
31.03,54.07,57.8,black,cotton
32.8,73.72,52.98,clayey,pulses
33.37,65.55,45.17,red,paddy
26.13,55.73,53.35,red,oil seeds
29.21,57.9,34.9,red,barley
33.39,63.67,59.26,black,maize
30.47,61.98,21.87,black,millets
24.6,59.94,58.54,black,barley
32.18,53.01,45.88,sandy,barley
26.48,61.28,57.82,sandy,sugarcane
33.16,63.11,53.91,sandy,pulses
37.39,69.61,67.14,red,millets
38.64,74.69,33.53,sandy,sugarcane
22.93,59.18,36.33,loamy,pulses
31.44,62.56,39.08,red,paddy
25.6,66.44,64.99,clayey,tobacco
33.19,59.66,56.19,loamy,paddy
27.12,47.82,58.64,clayey,sugarcane
28.19,51.2,44.38,clayey,cotton
31.97,58.34,59.73,red,cotton
34.13,65.02,35.68,black,cotton
26.4,65.58,44.9,sandy,maize
37.03,63.45,39.53,red,cotton
21.34,54.69,39.42,red,pulses
30.34,57.74,34.86,red,millets
27.05,53.84,37.54,black,maize
28.09,53.58,27.41,loamy,ground nuts
36.19,70.05,26.41,black,wheat
27.86,44.14,58.37,black,barley
26.41,56.89,37.25,loamy,oil seeds
28.03,42.81,70.0,black,sugarcane
29.21,57.22,49.29,clayey,paddy
37.56,66.53,37.17,black,sugarcane
35.57,69.22,38.56,clayey,tobacco
34.43,59.77,62.97,red,cotton
31.27,43.49,37.61,loamy,barley
25.82,61.11,39.24,red,barley
26.5,45.75,61.25,red,millets
34.03,60.39,43.18,loamy,sugarcane
28.01,50.4,61.19,red,millets
28.67,55.39,64.88,clayey,oil seeds
30.47,67.64,60.18,red,cotton
29.93,66.3,55.91,black,cotton
30.69,60.36,64.89,loamy,barley
30.92,49.97,58.06,loamy,tobacco
28.21,57.45,20.0,sandy,pulses
27.18,64.47,30.84,red,paddy
21.63,57.62,34.24,sandy,maize
30.78,61.89,28.42,clayey,millets
27.05,50.42,42.32,clayey,paddy
31.18,47.51,35.51,red,wheat
31.88,56.55,43.06,loamy,cotton
31.35,62.93,34.02,clayey,barley
30.99,59.97,63.35,red,wheat
32.83,55.64,40.91,loamy,tobacco
33.9,50.25,20.0,red,millets
24.38,50.13,34.67,clayey,cotton
31.49,58.29,37.49,clayey,millets
31.93,53.26,30.3,clayey,wheat
33.75,70.86,30.19,loamy,tobacco
36.49,72.03,52.71,red,wheat
33.91,50.88,53.37,red,paddy
40.0,76.4,57.23,red,sugarcane
32.12,76.73,34.45,black,wheat
24.06,53.06,37.08,sandy,sugarcane
25.5,53.43,42.85,red,tobacco
34.0,59.76,27.52,black,maize
22.5,58.83,39.36,red,oil seeds
38.66,60.15,57.58,sandy,millets
33.03,59.23,50.06,sandy,cotton
27.05,53.34,70.0,loamy,ground nuts
27.27,62.47,57.15,clayey,millets
29.07,56.52,53.78,clayey,cotton
38.17,66.45,68.55,loamy,cotton
28.13,55.71,50.38,clayey,cotton
32.56,62.62,56.5,clayey,maize
30.84,47.62,28.08,red,millets
30.98,64.17,26.26,red,ground nuts
25.27,52.33,20.33,loamy,tobacco
29.51,47.21,49.01,clayey,wheat
38.59,68.57,31.88,loamy,paddy
33.01,56.62,38.75,sandy,pulses
29.94,54.58,36.36,sandy,cotton
28.42,68.97,38.11,sandy,barley
31.81,62.69,55.11,sandy,barley
28.06,49.09,36.0,clayey,ground nuts
32.09,67.57,37.6,loamy,sugarcane
30.4,73.93,50.87,clayey,cotton
31.37,61.56,36.38,clayey,oil seeds
28.4,64.69,20.0,black,wheat
35.46,68.5,33.83,red,paddy
33.36,48.62,48.04,black,paddy
30.09,51.69,31.75,clayey,sugarcane
31.62,53.17,41.08,clayey,maize
35.85,65.73,46.71,clayey,wheat
28.23,59.71,40.91,clayey,oil seeds
22.91,52.89,43.54,black,ground nuts
31.57,59.0,29.74,loamy,millets
33.33,68.93,44.04,loamy,wheat
26.1,56.4,70.0,red,maize
23.85,54.74,31.15,black,maize
33.93,68.08,68.4,red,barley
24.14,50.03,56.4,red,oil seeds
30.9,61.42,48.45,loamy,barley
38.27,61.02,39.38,clayey,tobacco
30.53,72.94,69.94,black,pulses
36.91,57.36,46.79,black,barley
27.89,58.78,32.12,clayey,millets
25.91,61.37,35.85,black,ground nuts
26.89,45.93,34.24,loamy,ground nuts
26.9,54.22,37.63,sandy,oil seeds
33.83,56.33,40.46,clayey,cotton
32.23,65.73,36.41,black,pulses
33.56,69.13,30.78,clayey,oil seeds
22.37,59.31,53.4,sandy,millets
40.0,66.19,57.22,sandy,paddy
26.38,58.32,37.72,loamy,pulses
25.09,55.29,28.94,loamy,ground nuts
34.6,52.97,41.6,red,wheat
30.08,55.2,40.09,clayey,paddy
29.16,50.81,20.0,black,millets
23.32,50.4,46.44,black,tobacco
27.41,54.55,26.1,loamy,cotton
29.23,70.7,54.12,sandy,maize
35.92,63.54,54.99,clayey,sugarcane
24.33,52.3,46.6,red,cotton
33.99,62.02,24.13,loamy,cotton
33.8,69.65,29.13,black,sugarcane
29.19,67.99,28.27,clayey,pulses
32.92,56.58,28.5,loamy,barley
29.7,50.47,41.56,sandy,ground nuts
22.82,48.25,49.55,clayey,maize
24.87,53.41,36.47,loamy,oil seeds
29.25,54.77,56.41,sandy,oil seeds
28.88,54.57,38.98,clayey,paddy
36.11,61.24,27.61,loamy,cotton
27.91,48.69,33.26,red,ground nuts
32.0,59.17,32.35,loamy,cotton
31.12,56.27,40.65,loamy,paddy
38.03,60.56,64.39,loamy,millets
40.0,78.63,39.77,clayey,tobacco
21.56,48.99,38.37,clayey,wheat
34.16,57.77,64.71,red,cotton
29.74,67.3,55.7,clayey,barley
24.02,52.18,41.72,red,paddy
31.44,57.6,49.09,black,tobacco
